episode,reward,penalty,net_reward,steps,success,response_time_s,rescued,route_efficiency,hard_violations,wasted_actions,blocked_attempts,failed_actions,mean_risk,disaster,policy_loss,value_loss,entropy,entropy_coef,total_loss
253,86.57,0.0,86.57,24,True,48.0,49,1.286,0,1,0,1,0.0908,earthquake,,,,,
254,73.15,0.0,73.15,13,True,26.0,40,1.0,0,0,0,0,0.0459,cyclone,,,,,
255,49.95,0.0,49.95,57,True,114.0,54,3.214,0,3,0,3,0.2009,combined,,,,,
256,-70.27,0.0,-70.27,100,False,,0,,0,8,0,8,0.0,traffic_jam,-0.004143400300138941,0.6075067361195882,1.478938357035319,0.02,0.27003119587898256
257,-118.56,0.0,-118.56,100,False,,0,,0,10,0,10,0.1889,earthquake,,,,,
258,28.4,0.0,28.4,12,True,24.0,32,0.909,3,0,0,0,0.1294,wildfire,,,,,
259,2.79,0.0,2.79,52,True,104.0,46,3.583,0,1,0,1,0.6639,tsunami,,,,,
260,80.44,0.0,80.44,7,True,14.0,51,0.875,0,0,0,0,0.406,tsunami,,,,,
261,63.5,0.0,63.5,9,True,18.0,25,0.889,0,0,0,0,0.5431,tsunami,,,,,
262,88.14,0.0,88.14,27,True,54.0,60,1.235,0,0,0,0,0.2471,wildfire,,,,,
263,74.38,0.0,74.38,30,True,60.0,55,2.0,0,0,0,0,0.194,earthquake,,,,,
264,63.88,0.0,63.88,17,True,34.0,36,1.083,1,0,0,0,0.0432,earthquake,-0.0034223834227304906,1.2290914356708527,1.4843580365180968,0.02,0.5814361780881881
265,-90.24,0.0,-90.24,100,False,,0,,0,14,0,14,0.0024,road_blockage,,,,,
266,106.85,0.0,106.85,16,True,32.0,78,1.0,0,0,0,0,0.2117,cyclone,,,,,
267,-89.3,0.0,-89.3,100,False,,0,,0,12,0,12,0.0615,landslide,,,,,
268,85.19,0.0,85.19,7,True,14.0,51,0.875,0,0,0,0,0.0,traffic_jam,,,,,
269,78.24,0.0,78.24,11,True,22.0,44,1.125,0,0,0,0,0.0497,road_blockage,,,,,
270,-65.74,0.0,-65.74,100,False,,0,,0,5,0,5,0.0,landslide,,,,,
271,88.04,0.0,88.04,30,True,60.0,47,1.923,0,0,0,0,0.0034,landslide,,,,,
272,68.98,0.0,68.98,54,True,108.0,73,2.786,0,6,0,6,0.0035,combined,-0.0019261001783888788,0.9131407767534256,1.5268797814846038,0.02,0.42410669028759
273,-154.99,0.0,-154.99,100,False,,0,,0,7,0,7,0.5419,earthquake,,,,,
274,-121.97,0.0,-121.97,100,False,,0,,0,9,0,9,0.304,flood,,,,,
275,79.32,0.0,79.32,32,True,64.0,71,1.588,1,1,0,1,0.1266,wildfire,,,,,
276,83.96,0.0,83.96,34,True,68.0,48,2.364,0,0,0,0,0.0,landslide,,,,,
277,-395.2,0.0,-395.2,100,False,,0,,15,16,0,16,0.3957,wildfire,,,,,
278,85.31,0.0,85.31,12,True,24.0,53,1.25,0,0,0,0,0.0,road_blockage,,,,,
279,77.3,0.0,77.3,31,True,62.0,47,1.5,0,4,0,4,0.0,traffic_jam,,,,,
280,66.0,0.0,66.0,23,True,46.0,38,1.125,0,1,0,1,0.3247,flood,-0.00023527645389549435,0.7290201306343078,1.4727549254894257,0.02,0.33481969088315966
281,-7.97,0.0,-7.97,34,True,68.0,60,1.625,4,2,0,2,0.6008,combined,,,,,
282,57.76,0.0,57.76,63,True,126.0,64,3.5,0,8,0,8,0.0,road_blockage,,,,,
283,-191.0,0.0,-191.0,100,False,,0,,1,14,0,14,0.4209,cyclone,,,,,
284,-929.04,0.0,-929.04,100,False,,0,,52,3,0,3,0.4035,tsunami,,,,,
285,76.75,0.0,76.75,22,True,44.0,32,1.286,0,0,0,0,0.1399,earthquake,,,,,
286,71.48,0.0,71.48,29,True,58.0,53,2.0,0,0,0,0,0.0637,flood,,,,,
287,-87.45,0.0,-87.45,100,False,,0,,0,17,0,17,0.0135,road_blockage,,,,,
288,36.78,0.0,36.78,38,True,76.0,58,2.273,2,1,0,1,0.0575,earthquake,-0.004850545577937737,0.5042984202504158,1.502824956178665,0.02,0.21724216639995575
289,52.51,0.0,52.51,51,True,102.0,21,3.625,0,3,0,3,0.0006,landslide,,,,,
290,83.96,0.0,83.96,14,True,28.0,68,1.091,0,0,0,0,0.2634,combined,,,,,
291,96.03,0.0,96.03,17,True,34.0,65,1.333,0,0,0,0,0.1193,landslide,,,,,
292,83.13,0.0,83.13,9,True,18.0,36,0.889,0,0,0,0,0.2558,heavy_rain,,,,,
293,82.54,0.0,82.54,21,True,42.0,63,1.462,0,0,0,0,0.2323,combined,,,,,
294,-273.57,0.0,-273.57,42,True,84.0,60,1.033,21,4,0,4,0.4364,cyclone,,,,,
295,78.61,0.0,78.61,21,True,42.0,46,1.429,0,0,0,0,0.018,landslide,,,,,
296,-90.87,0.0,-90.87,100,False,,0,,0,20,0,20,0.0561,landslide,0.0019091647234745323,0.9091163555781047,1.5241682449976603,0.02,0.4259839753309886
297,72.45,0.0,72.45,18,True,36.0,53,1.417,0,0,0,0,0.0854,earthquake,,,,,
298,46.65,0.0,46.65,10,True,20.0,49,1.0,2,0,0,0,0.4485,wildfire,,,,,
299,77.35,0.0,77.35,23,True,46.0,42,1.5,0,0,0,0,0.1909,earthquake,,,,,
300,-114.8,0.0,-114.8,100,False,,0,,0,10,0,10,0.1061,heavy_rain,,,,,
301,65.87,0.0,65.87,56,True,112.0,55,3.25,0,0,0,0,0.0226,heavy_rain,,,,,
302,-126.17,0.0,-126.17,100,False,,0,,0,18,0,18,0.2445,flood,,,,,
303,72.4,0.0,72.4,15,True,30.0,35,1.182,0,0,0,0,0.0,road_blockage,,,,,
304,88.52,0.0,88.52,8,True,16.0,67,0.889,0,0,0,0,0.4053,landslide,-0.005023713770788163,1.0342081983884175,1.457490054766337,0.02,0.482930588722229
305,95.19,0.0,95.19,24,True,48.0,69,1.312,0,0,0,0,0.2484,earthquake,,,,,
306,-111.79,0.0,-111.79,100,False,,0,,0,16,0,16,0.1073,flood,,,,,
307,69.84,0.0,69.84,27,True,54.0,57,1.438,0,0,0,0,0.2738,cyclone,,,,,
308,74.02,0.0,74.02,13,True,26.0,54,1.0,0,0,0,0,0.2664,combined,,,,,
309,70.89,0.0,70.89,32,True,64.0,40,1.625,0,0,0,0,0.0113,traffic_jam,,,,,
310,-266.74,0.0,-266.74,100,False,,0,,5,14,0,14,0.4099,cyclone,,,,,
311,97.23,0.0,97.23,21,True,42.0,61,1.125,0,0,0,0,0.0,traffic_jam,,,,,
312,50.93,0.0,50.93,56,True,112.0,48,2.571,0,5,0,5,0.0,traffic_jam,-0.003598714875988662,1.009651537736257,1.4012099663416544,0.02,0.4732028583685557
313,60.84,0.0,60.84,17,True,34.0,22,1.273,0,0,0,0,0.0,traffic_jam,,,,,
314,-97.94,0.0,-97.94,100,False,,0,,0,14,0,14,0.0893,combined,,,,,
315,67.09,0.0,67.09,15,True,30.0,43,1.4,0,0,0,0,0.1343,cyclone,,,,,
316,56.35,0.0,56.35,47,True,94.0,44,2.917,0,3,0,3,0.0161,traffic_jam,,,,,
317,-67.66,0.0,-67.66,100,False,,0,,0,12,0,12,0.0065,road_blockage,,,,,
318,31.24,0.0,31.24,21,True,42.0,55,1.385,3,0,0,0,0.4724,combined,,,,,
319,35.03,0.0,35.03,10,True,20.0,60,1.0,3,0,0,0,0.3851,wildfire,,,,,
320,-96.12,0.0,-96.12,100,False,,0,,0,16,0,16,0.0148,road_blockage,-0.0031124284840188922,0.9062268257141113,1.3741638660430908,0.02,0.42251770496368407
321,83.74,0.0,83.74,21,True,42.0,41,1.125,0,0,0,0,0.1102,landslide,,,,,
322,-304.75,0.0,-304.75,100,False,,0,,8,18,0,18,0.4641,flood,,,,,
323,53.14,0.0,53.14,53,True,106.0,60,3.778,1,5,0,5,0.0218,landslide,,,,,
324,94.41,0.0,94.41,14,True,28.0,78,1.083,0,0,0,0,0.0959,combined,,,,,
325,87.19,0.0,87.19,10,True,20.0,41,0.889,0,0,0,0,0.1235,wildfire,,,,,
326,67.06,0.0,67.06,14,True,28.0,28,0.923,0,0,0,0,0.1729,heavy_rain,,,,,
327,-161.93,0.0,-161.93,100,False,,0,,0,11,0,11,0.4478,tsunami,,,,,
328,-252.99,0.0,-252.99,100,False,,0,,0,9,0,9,0.7796,cyclone,-0.0023765827412717045,0.7819715827703476,1.322199708223343,0.02,0.3621652141213417
329,12.65,0.0,12.65,78,True,156.0,60,3.286,0,14,0,14,0.2363,tsunami,,,,,
330,57.16,0.0,57.16,14,True,28.0,26,1.556,0,0,0,0,0.0911,tsunami,,,,,
331,-1358.21,0.0,-1358.21,100,False,,0,,78,15,0,15,0.6212,combined,,,,,
332,62.61,0.0,62.61,21,True,42.0,22,1.9,0,0,0,0,0.0,road_blockage,,,,,
333,66.77,0.0,66.77,17,True,34.0,75,1.333,1,0,0,0,0.1632,tsunami,,,,,
334,-103.65,0.0,-103.65,100,False,,0,,0,15,0,15,0.0104,heavy_rain,,,,,
335,-116.25,0.0,-116.25,100,False,,0,,0,18,0,18,0.0173,heavy_rain,,,,,
336,84.11,0.0,84.11,8,True,16.0,48,1.0,0,0,0,0,0.0,traffic_jam,-0.0030461039394140245,0.7176674470305443,1.4641911864280701,0.02,0.3265037968754768
337,-94.44,0.0,-94.44,100,False,,0,,0,24,0,24,0.0,landslide,,,,,
338,-180.81,0.0,-180.81,100,False,,0,,3,15,0,15,0.2129,combined,,,,,
339,31.83,0.0,31.83,16,True,32.0,35,1.364,2,0,0,0,0.2607,combined,,,,,
340,-108.97,0.0,-108.97,100,False,,0,,0,5,0,5,0.2313,flood,,,,,
341,33.76,0.0,33.76,60,True,120.0,64,4.444,0,7,0,7,0.219,flood,,,,,
342,74.77,0.0,74.77,10,True,20.0,30,0.909,0,0,0,0,0.0938,flood,,,,,
343,72.69,0.0,72.69,23,True,46.0,63,1.286,0,0,0,0,0.0429,cyclone,,,,,
344,22.56,0.0,22.56,9,True,18.0,51,1.125,4,0,0,0,0.2712,landslide,-0.004557359640602954,1.0251556575298308,1.4048408210277556,0.02,0.4799236461520195
345,63.94,0.0,63.94,12,True,24.0,58,1.091,1,0,0,0,0.426,wildfire,,,,,
346,78.98,0.0,78.98,16,True,32.0,26,1.167,0,0,0,0,0.0,traffic_jam,,,,,
347,-80.58,0.0,-80.58,100,False,,0,,0,17,0,17,0.0025,road_blockage,,,,,
348,-108.35,0.0,-108.35,100,False,,0,,0,11,0,11,0.0,traffic_jam,,,,,
349,70.89,0.0,70.89,16,True,32.0,39,1.154,0,0,0,0,0.0,traffic_jam,,,,,
350,86.91,0.0,86.91,10,True,20.0,64,0.909,0,0,0,0,0.0656,cyclone,,,,,
351,-222.32,0.0,-222.32,100,False,,0,,0,10,0,10,0.6462,earthquake,,,,,
352,-93.19,0.0,-93.19,100,False,,0,,0,11,0,11,0.0158,road_blockage,-0.014460051985224709,0.637876170873642,1.3453725278377533,0.02,0.2775705814361572
353,78.46,0.0,78.46,14,True,28.0,54,1.273,0,0,0,0,0.1077,traffic_jam,,,,,
354,80.57,0.0,80.57,8,True,16.0,67,0.233,1,0,0,0,0.0902,landslide,,,,,
355,-51.95,0.0,-51.95,72,True,144.0,60,5.333,0,13,0,13,0.6463,tsunami,,,,,
356,-95.1,0.0,-95.1,100,False,,0,,0,11,0,11,0.004,traffic_jam,,,,,
357,-62.16,0.0,-62.16,100,False,,0,,0,9,0,9,0.0213,landslide,,,,,
358,79.08,0.0,79.08,15,True,30.0,57,1.167,0,0,0,0,0.0781,traffic_jam,,,,,
359,-102.91,0.0,-102.91,100,False,,0,,0,7,0,7,0.0,traffic_jam,,,,,
360,90.93,0.0,90.93,10,True,20.0,60,0.909,0,0,0,0,0.1721,landslide,-0.002675378604908474,0.9948179602622986,1.280921959877014,0.02,0.4691151648759842
361,-150.49,0.0,-150.49,100,False,,0,,0,4,0,4,0.4253,combined,,,,,
362,92.98,0.0,92.98,11,True,22.0,78,1.222,0,0,0,0,0.1664,tsunami,,,,,
363,69.42,0.0,69.42,19,True,38.0,62,1.267,0,0,0,0,0.3583,cyclone,,,,,
364,-68.65,0.0,-68.65,100,False,,0,,0,5,0,5,0.0059,road_blockage,,,,,
365,-102.22,0.0,-102.22,100,False,,0,,0,6,0,6,0.0014,traffic_jam,,,,,
366,-72.04,0.0,-72.04,100,False,,0,,0,10,0,10,0.0,landslide,,,,,
367,39.98,0.0,39.98,12,True,24.0,75,1.0,3,0,0,0,0.5582,flood,,,,,
368,75.41,0.0,75.41,10,True,20.0,35,0.909,0,0,0,0,0.2638,landslide,-0.004318950881133788,0.7376799315214158,1.236294400691986,0.02,0.3397951252758503
369,-125.69,0.0,-125.69,100,False,,0,,0,2,0,2,0.3021,heavy_rain,,,,,
370,81.53,0.0,81.53,11,True,22.0,62,1.0,0,0,0,0,0.4513,wildfire,,,,,
371,-1465.07,0.0,-1465.07,100,False,,0,,82,9,0,9,0.8563,wildfire,,,,,
372,-168.98,0.0,-168.98,100,False,,0,,0,3,0,3,0.4004,earthquake,,,,,
373,-102.16,0.0,-102.16,100,False,,0,,0,8,0,8,0.2501,wildfire,,,,,
374,93.49,0.0,93.49,15,True,30.0,73,1.0,0,0,0,0,0.0,road_blockage,,,,,
375,76.78,0.0,76.78,20,True,40.0,39,1.188,0,0,0,0,0.0436,wildfire,,,,,
376,-135.6,0.0,-135.6,100,False,,0,,2,7,0,7,0.2043,earthquake,-0.00489648109767586,0.7517897605895996,1.1720468950271608,0.02,0.3475574576854706
377,57.78,0.0,57.78,17,True,34.0,28,1.333,0,0,0,0,0.3563,tsunami,,,,,
378,-1293.34,0.0,-1293.34,100,False,,0,,72,6,0,6,0.7615,tsunami,,,,,
379,-90.45,0.0,-90.45,100,False,,0,,0,4,0,4,0.0,heavy_rain,,,,,
380,84.49,0.0,84.49,23,True,46.0,69,1.2,0,1,0,1,0.1704,tsunami,,,,,
381,16.68,0.0,16.68,39,True,78.0,40,2.909,0,2,0,2,0.5643,earthquake,,,,,
382,-137.56,0.0,-137.56,100,False,,0,,2,1,0,1,0.2573,flood,,,,,
383,80.24,0.0,80.24,11,True,22.0,58,0.917,0,0,0,0,0.2762,combined,,,,,
384,74.88,0.0,74.88,9,True,18.0,45,0.9,0,0,0,0,0.4914,earthquake,-0.0008137946715578437,0.5110949382185936,1.1153322517871858,0.02,0.232427030056715
385,83.07,0.0,83.07,18,True,36.0,55,1.125,0,0,0,0,0.0796,road_blockage,,,,,
386,68.41,0.0,68.41,14,True,28.0,53,1.4,0,0,0,0,0.6922,tsunami,,,,,
387,-133.88,0.0,-133.88,100,False,,0,,0,12,0,12,0.2588,heavy_rain,,,,,
388,-51.8,0.0,-51.8,100,False,,0,,0,3,0,3,0.0225,road_blockage,,,,,
389,75.49,0.0,75.49,19,True,38.0,80,1.385,0,0,0,0,0.3557,cyclone,,,,,
390,94.85,0.0,94.85,14,True,28.0,77,1.167,0,0,0,0,0.096,wildfire,,,,,
391,-59.53,0.0,-59.53,100,False,,0,,0,0,0,0,0.0,road_blockage,,,,,
392,-581.26,0.0,-581.26,100,False,,0,,27,1,0,1,0.61,wildfire,-0.0020969481898646335,0.6493775606155395,1.203173279762268,0.02,0.2985283680260181
393,66.02,0.0,66.02,16,True,32.0,26,1.273,0,0,0,0,0.0519,combined,,,,,
394,82.07,0.0,82.07,21,True,42.0,51,1.357,0,0,0,0,0.0649,traffic_jam,,,,,
395,70.98,0.0,70.98,19,True,38.0,27,1.267,0,0,0,0,0.111,landslide,,,,,
396,92.71,0.0,92.71,17,True,34.0,70,1.143,0,0,0,0,0.0497,combined,,,,,
397,-156.43,0.0,-156.43,98,True,196.0,54,7.9,0,3,0,3,0.875,cyclone,,,,,
398,-68.94,0.0,-68.94,100,True,200.0,60,6.636,0,7,0,7,0.5715,combined,,,,,
399,76.8,0.0,76.8,18,True,36.0,74,1.062,0,0,0,0,0.4458,cyclone,,,,,
400,-78.43,0.0,-78.43,100,False,,0,,0,4,0,4,0.0,landslide,-0.0014608470926759764,0.8380284130573272,1.1221326917409897,0.02,0.3951107047498226
401,87.53,0.0,87.53,15,True,30.0,67,1.0,0,0,0,0,0.0968,flood,,,,,
402,-136.56,0.0,-136.56,100,False,,0,,0,4,0,4,0.3457,wildfire,,,,,
403,68.82,0.0,68.82,13,True,26.0,57,1.0,1,0,0,0,0.1759,earthquake,,,,,
404,85.5,0.0,85.5,39,True,78.0,76,2.429,0,0,0,0,0.0253,flood,,,,,
405,-1165.09,0.0,-1165.09,100,False,,0,,66,3,0,3,0.4894,earthquake,,,,,
406,69.65,0.0,69.65,13,True,26.0,32,1.0,0,0,0,0,0.1915,tsunami,,,,,
407,65.85,0.0,65.85,52,True,104.0,63,3.077,0,2,0,2,0.2228,wildfire,,,,,
408,73.83,0.0,73.83,14,True,28.0,72,0.933,0,0,0,0,0.6169,cyclone,-0.0006495954143853548,0.7247556130091349,1.1334064881006876,0.02,0.3390600840250651
409,-9.53,0.0,-9.53,85,True,170.0,23,4.4,0,3,0,3,0.1839,tsunami,,,,,
410,81.56,0.0,81.56,22,True,44.0,71,1.538,0,0,0,0,0.1013,earthquake,,,,,
411,58.68,0.0,58.68,38,True,76.0,34,2.917,0,0,0,0,0.0,landslide,,,,,
412,100.8,0.0,100.8,15,True,30.0,79,0.933,0,0,0,0,0.0,road_blockage,,,,,
413,-83.87,0.0,-83.87,100,False,,0,,0,11,0,11,0.0806,flood,,,,,
414,57.68,0.0,57.68,24,True,48.0,42,1.5,1,0,0,0,0.1067,landslide,,,,,
415,104.46,0.0,104.46,10,True,20.0,78,0.9,0,0,0,0,0.361,cyclone,,,,,
416,103.45,0.0,103.45,19,True,38.0,61,1.286,0,0,0,0,0.0676,wildfire,-0.0036988953749338784,0.7477234880129496,1.1720189730326334,0.02,0.3467224637667338
417,35.15,0.0,35.15,31,True,62.0,60,2.333,0,0,0,0,0.6998,tsunami,,,,,
418,77.31,0.0,77.31,12,True,24.0,55,1.1,0,0,0,0,0.0,heavy_rain,,,,,
419,46.53,0.0,46.53,48,True,96.0,53,4.1,0,1,0,1,0.2614,combined,,,,,
420,87.48,0.0,87.48,13,True,26.0,70,0.929,0,0,0,0,0.2473,earthquake,,,,,
421,68.69,0.0,68.69,14,True,28.0,20,1.0,0,0,0,0,0.0364,earthquake,,,,,
422,28.41,0.0,28.41,16,True,32.0,74,0.933,4,0,0,0,0.3616,combined,,,,,
423,-88.44,0.0,-88.44,100,False,,0,,0,5,0,5,0.1221,flood,,,,,
424,-76.76,0.0,-76.76,100,False,,0,,0,6,0,6,0.0133,road_blockage,-0.00018600983118327957,0.7598425030708313,1.1637615283330283,0.02,0.35646001299222313
425,-141.47,0.0,-141.47,100,False,,0,,0,3,0,3,0.3432,earthquake,,,,,
426,-81.68,0.0,-81.68,100,False,,0,,2,4,0,4,0.0137,road_blockage,,,,,
427,-0.04,0.0,-0.04,25,True,50.0,44,0.667,3,0,0,0,0.5975,cyclone,,,,,
428,-298.07,0.0,-298.07,100,False,,0,,6,8,0,8,0.7224,wildfire,,,,,
429,82.19,0.0,82.19,17,True,34.0,55,1.333,0,0,0,0,0.0033,traffic_jam,,,,,
430,42.23,0.0,42.23,78,True,156.0,22,4.714,0,1,0,1,0.0053,landslide,,,,,
431,9.09,0.0,9.09,62,True,124.0,71,4.0,0,3,0,3,0.5934,tsunami,,,,,
432,83.71,0.0,83.71,12,True,24.0,59,0.909,0,0,0,0,0.0,traffic_jam,-0.004377860985914595,1.0093076169490813,1.1753163814544678,0.02,0.47676962018013
433,95.62,0.0,95.62,12,True,24.0,59,1.1,0,0,0,0,0.0623,combined,,,,,
434,32.05,0.0,32.05,12,True,24.0,62,1.714,3,0,0,0,0.3007,landslide,,,,,
435,-258.02,0.0,-258.02,100,False,,0,,0,6,0,6,0.8839,earthquake,,,,,
436,-74.12,0.0,-74.12,100,False,,0,,0,4,0,4,0.0012,traffic_jam,,,,,
437,-121.77,0.0,-121.77,100,False,,0,,0,5,0,5,0.2812,combined,,,,,
438,-67.84,0.0,-67.84,100,False,,0,,0,4,0,4,0.0205,flood,,,,,
439,-66.2,0.0,-66.2,100,False,,0,,0,7,0,7,0.0,landslide,,,,,
440,88.07,0.0,88.07,15,True,30.0,59,1.0,0,0,0,0,0.0413,landslide,-0.004009129768237471,0.6220268356800079,1.2041790056228638,0.02,0.28292070746421816
441,79.14,0.0,79.14,17,True,34.0,38,1.067,0,0,0,0,0.1804,combined,,,,,
442,-66.23,0.0,-66.23,100,False,,0,,0,8,0,8,0.0361,heavy_rain,,,,,
443,60.02,0.0,60.02,10,True,20.0,77,0.769,2,0,0,0,0.6085,combined,,,,,
444,81.66,0.0,81.66,12,True,24.0,69,0.923,0,0,0,0,0.205,cyclone,,,,,
445,82.19,0.0,82.19,46,True,92.0,77,3.3,0,4,0,4,0.0128,landslide,,,,,
446,62.58,0.0,62.58,20,True,40.0,35,1.357,0,0,0,0,0.2049,combined,,,,,
447,16.01,0.0,16.01,19,True,38.0,53,1.5,4,0,0,0,0.087,combined,,,,,
448,-108.38,0.0,-108.38,100,False,,0,,0,7,0,7,0.1893,tsunami,-0.0032297021398941675,0.7071884711583455,1.1669955333073934,0.02,0.32702462474505106
449,-98.11,0.0,-98.11,100,False,,0,,0,7,0,7,0.0054,traffic_jam,,,,,
450,-174.62,0.0,-174.62,100,False,,0,,0,6,0,6,0.5327,earthquake,,,,,
451,53.78,0.0,53.78,17,True,34.0,35,1.889,0,0,0,0,0.2097,cyclone,,,,,
452,75.63,0.0,75.63,13,True,26.0,46,0.929,0,0,0,0,0.0,traffic_jam,,,,,
453,63.29,0.0,63.29,15,True,30.0,27,1.154,0,0,0,0,0.2054,heavy_rain,,,,,
454,92.13,0.0,92.13,12,True,24.0,66,0.917,0,0,0,0,0.0503,landslide,,,,,
455,-137.13,0.0,-137.13,100,False,,0,,2,6,0,6,0.0225,heavy_rain,,,,,
456,-248.46,0.0,-248.46,100,False,,0,,12,4,0,4,0.135,wildfire,-0.003573910309933126,0.6500664919614791,1.1210628211498261,0.02,0.2990380771458149
457,76.4,0.0,76.4,17,True,34.0,43,1.214,0,0,0,0,0.0,heavy_rain,,,,,
458,-167.83,0.0,-167.83,100,False,,0,,0,6,0,6,0.5164,earthquake,,,,,
459,78.21,0.0,78.21,22,True,44.0,50,1.385,0,0,0,0,0.0669,heavy_rain,,,,,
460,68.22,0.0,68.22,20,True,40.0,56,1.286,0,0,0,0,0.3155,tsunami,,,,,
461,102.61,0.0,102.61,11,True,22.0,62,0.909,0,0,0,0,0.0294,heavy_rain,,,,,
462,-17.37,0.0,-17.37,88,True,176.0,53,5.923,2,0,0,0,0.2052,tsunami,,,,,
463,-1092.81,0.0,-1092.81,100,False,,0,,55,2,0,2,0.8836,tsunami,,,,,
464,89.27,0.0,89.27,13,True,26.0,60,0.929,0,0,0,0,0.2331,wildfire,-0.006608359820287054,0.6103129506111145,1.0071178674697876,0.02,0.278405757745107
465,-66.36,0.0,-66.36,84,True,168.0,39,7.3,0,3,0,3,0.521,cyclone,,,,,
466,53.96,0.0,53.96,25,True,50.0,21,1.75,0,0,0,0,0.2624,tsunami,,,,,
467,84.96,0.0,84.96,14,True,28.0,46,1.0,0,0,0,0,0.014,wildfire,,,,,
468,-95.73,0.0,-95.73,100,False,,0,,0,6,0,6,0.0,traffic_jam,,,,,
469,74.73,0.0,74.73,14,True,28.0,44,1.556,0,0,0,0,0.0053,road_blockage,,,,,
470,98.53,0.0,98.53,15,True,30.0,80,1.0,0,0,0,0,0.1216,combined,,,,,
471,37.07,0.0,37.07,15,True,30.0,25,1.071,2,0,0,0,0.2306,flood,,,,,
472,65.15,0.0,65.15,25,True,50.0,35,1.667,0,0,0,0,0.0117,earthquake,-0.0004251275056352218,0.9552240053812663,0.9811754743258159,0.02,0.4575633684794108
473,-105.5,0.0,-105.5,100,False,,0,,0,2,0,2,0.2369,landslide,,,,,
474,93.39,0.0,93.39,12,True,24.0,67,0.923,0,0,0,0,0.0,road_blockage,,,,,
475,-91.65,0.0,-91.65,100,False,,0,,0,16,0,16,0.0,road_blockage,,,,,
476,35.57,0.0,35.57,40,True,80.0,65,2.769,0,0,0,0,0.4672,tsunami,,,,,
477,84.65,0.0,84.65,16,True,32.0,61,1.364,0,0,0,0,0.0871,heavy_rain,,,,,
478,67.92,0.0,67.92,18,True,36.0,37,1.062,0,0,0,0,0.0492,traffic_jam,,,,,
479,68.69,0.0,68.69,20,True,40.0,31,1.538,0,0,0,0,0.0239,landslide,,,,,
480,71.77,0.0,71.77,49,True,98.0,60,3.538,0,0,0,0,0.0,road_blockage,-0.004084945016074926,0.7314920783042907,1.0643108050028482,0.02,0.34037487109502157
481,65.19,0.0,65.19,19,True,38.0,36,1.357,0,0,0,0,0.044,earthquake,,,,,
482,73.96,0.0,73.96,19,True,38.0,40,1.125,0,0,0,0,0.0778,earthquake,,,,,
483,87.77,0.0,87.77,15,True,30.0,66,1.364,0,0,0,0,0.0,road_blockage,,,,,
484,-72.28,0.0,-72.28,100,False,,0,,0,5,0,5,0.0,road_blockage,,,,,
485,90.88,0.0,90.88,16,True,32.0,80,1.231,0,0,0,0,0.1223,tsunami,,,,,
486,69.23,0.0,69.23,12,True,24.0,31,1.091,0,0,0,0,0.3104,wildfire,,,,,
487,81.71,0.0,81.71,14,True,28.0,65,1.167,0,0,0,0,0.0526,heavy_rain,,,,,
488,45.32,0.0,45.32,37,True,74.0,40,3.0,0,0,0,0,0.0099,traffic_jam,-0.0030164036492351443,0.6147381126880646,1.1267832279205323,0.02,0.2818169891834259
489,-64.52,0.0,-64.52,100,False,,0,,0,3,0,3,0.0075,landslide,,,,,
490,61.09,0.0,61.09,50,True,100.0,54,3.9,0,1,0,1,0.0,traffic_jam,,,,,
491,-15.82,0.0,-15.82,13,True,26.0,25,1.083,5,0,0,0,0.4984,cyclone,,,,,
492,-155.65,0.0,-155.65,100,False,,0,,0,4,0,4,0.2821,traffic_jam,,,,,
493,67.68,0.0,67.68,77,True,154.0,67,2.1,0,2,0,2,0.0266,landslide,,,,,
494,111.26,0.0,111.26,16,True,32.0,75,1.0,0,0,0,0,0.0,road_blockage,,,,,
495,-78.94,0.0,-78.94,100,False,,0,,1,5,0,5,0.1057,earthquake,,,,,
496,67.86,0.0,67.86,28,True,56.0,44,2.333,0,0,0,0,0.0257,earthquake,-0.00934024464804679,1.0669615894556046,1.186644548177719,0.02,0.500407662987709
497,-167.49,0.0,-167.49,100,False,,0,,5,5,0,5,0.0853,flood,,,,,
498,51.69,0.0,51.69,40,True,80.0,36,2.692,0,0,0,0,0.3439,tsunami,,,,,
499,-186.83,0.0,-186.83,100,False,,0,,0,0,0,0,0.4641,cyclone,,,,,
500,93.04,0.0,93.04,14,True,28.0,72,1.3,0,0,0,0,0.1216,traffic_jam,,,,,
501,47.32,0.0,47.32,26,True,52.0,50,2.0,0,0,0,0,0.451,tsunami,,,,,
502,65.5,0.0,65.5,37,True,74.0,44,2.75,0,0,0,0,0.0,road_blockage,,,,,
503,8.69,0.0,8.69,12,True,24.0,55,0.923,4,0,0,0,0.9056,combined,,,,,
504,-139.46,0.0,-139.46,100,False,,0,,0,0,0,0,0.4355,earthquake,-0.0052954914164729415,0.839292100071907,1.2181350588798523,0.02,0.3899878546595573
505,66.83,0.0,66.83,28,True,56.0,43,1.929,0,0,0,0,0.028,landslide,,,,,
506,98.53,0.0,98.53,48,True,96.0,74,2.786,0,0,0,0,0.0046,road_blockage,,,,,
507,75.36,0.0,75.36,28,True,56.0,68,2.5,0,0,0,0,0.1092,flood,,,,,
508,90.02,0.0,90.02,33,True,66.0,78,1.667,0,0,0,0,0.0127,road_blockage,,,,,
509,82.54,0.0,82.54,18,True,36.0,60,1.385,0,0,0,0,0.1057,landslide,,,,,
