episode,reward,steps,success,response_time_s,rescued,route_efficiency,hard_violations,wasted_actions,blocked_attempts,failed_actions,mean_risk,disaster,mean_loss,epsilon,gradient_steps
310,-151.47,100,False,,0,,0,0,0,0,0.4535,cyclone,111.5527,0.05,25
311,-27.9,100,False,,0,,0,0,0,0,0.0,traffic_jam,113.7443,0.05,25
312,-16.73,100,False,,0,,0,0,0,0,0.0,traffic_jam,118.3171,0.05,25
313,-10.1,100,False,,0,,0,0,0,0,0.0,traffic_jam,114.0493,0.05,25
314,-95.44,100,False,,0,,0,0,0,0,0.3106,combined,118.3586,0.05,25
315,-73.03,100,False,,0,,0,0,0,0,0.2281,cyclone,113.1548,0.05,25
316,-24.01,100,False,,0,,0,0,0,0,0.0,traffic_jam,112.5088,0.05,25
317,-10.86,100,False,,0,,0,0,0,0,0.0,road_blockage,122.2901,0.05,25
318,-408.37,100,False,,0,,14,2,0,2,0.7075,combined,120.8806,0.05,25
319,-446.13,100,False,,0,,21,0,0,0,0.4825,wildfire,118.0384,0.05,25
320,-27.17,100,False,,0,,0,0,0,0,0.0,road_blockage,113.0379,0.05,25
321,-16.63,100,False,,0,,0,0,0,0,0.0,landslide,116.4635,0.05,25
322,-41.41,100,False,,0,,0,0,0,0,0.0939,flood,112.8055,0.05,25
323,-25.04,100,False,,0,,0,0,0,0,0.0256,landslide,114.3506,0.05,25
324,-51.96,100,False,,0,,0,2,0,2,0.0657,combined,117.2559,0.05,25
325,-101.7,100,False,,0,,0,2,0,2,0.361,wildfire,117.2224,0.05,25
326,-18.16,100,False,,0,,0,0,0,0,0.0,heavy_rain,111.8318,0.05,25
327,-111.78,100,False,,0,,0,0,0,0,0.3645,tsunami,113.8508,0.05,25
328,-184.09,100,False,,0,,0,0,0,0,0.5843,cyclone,115.0978,0.05,25
329,-92.69,100,False,,0,,0,0,0,0,0.2982,tsunami,116.8,0.05,25
330,-73.11,100,False,,0,,0,0,0,0,0.2227,tsunami,116.8195,0.05,25
331,-87.17,100,False,,0,,0,11,0,11,0.2489,combined,115.7274,0.05,25
332,-15.91,100,False,,0,,0,0,0,0,0.0,road_blockage,124.5935,0.05,25
333,-77.32,100,False,,0,,0,0,0,0,0.21,tsunami,122.1095,0.05,25
334,-21.29,100,False,,0,,0,1,0,1,0.0,heavy_rain,119.8033,0.05,25
335,-52.1,100,False,,0,,0,0,0,0,0.104,heavy_rain,122.7372,0.05,25
336,-18.98,100,False,,0,,0,0,0,0,0.0,traffic_jam,110.7804,0.05,25
337,-24.56,100,False,,0,,0,1,0,1,0.0191,landslide,119.5467,0.05,25
338,-166.51,100,False,,0,,0,3,0,3,0.5506,combined,116.1721,0.05,25
339,-269.98,100,False,,0,,10,0,0,0,0.4711,combined,118.5886,0.05,25
340,-1346.94,100,False,,0,,79,0,0,0,0.4032,flood,114.9129,0.05,25
341,-75.8,100,False,,0,,2,0,0,0,0.0977,flood,118.6368,0.05,25
342,-30.0,100,False,,0,,0,0,0,0,0.0301,flood,117.3587,0.05,25
343,-234.74,100,False,,0,,0,1,0,1,0.7766,cyclone,116.3449,0.05,25
344,-42.56,100,False,,0,,0,2,0,2,0.0897,landslide,117.5588,0.05,25
345,-753.5,100,False,,0,,35,3,0,3,0.7527,wildfire,123.9837,0.05,25
346,-18.86,100,False,,0,,0,1,0,1,0.0,traffic_jam,115.6632,0.05,25
347,-14.85,100,False,,0,,0,0,0,0,0.0,road_blockage,124.2549,0.05,25
348,-25.57,100,False,,0,,0,0,0,0,0.0,traffic_jam,120.7969,0.05,25
349,-12.98,100,False,,0,,0,0,0,0,0.0,traffic_jam,122.5436,0.05,25
350,-107.65,100,False,,0,,0,0,0,0,0.3348,cyclone,129.8261,0.05,25
351,-50.8,100,False,,0,,0,0,0,0,0.12,earthquake,124.8122,0.05,25
352,-23.3,100,False,,0,,0,1,0,1,0.0146,road_blockage,123.4383,0.05,25
353,-25.23,100,False,,0,,0,0,0,0,0.0,traffic_jam,124.2631,0.05,25
354,-28.93,100,False,,0,,0,0,0,0,0.0,landslide,123.1384,0.05,25
355,-129.97,100,False,,0,,0,0,0,0,0.3714,tsunami,126.2425,0.05,25
356,-15.8,100,False,,0,,0,0,0,0,0.0,traffic_jam,123.7594,0.05,25
357,-9.4,100,False,,0,,0,1,0,1,0.0001,landslide,129.3306,0.05,25
358,-20.98,100,False,,0,,0,0,0,0,0.0,traffic_jam,127.1109,0.05,25
359,-24.12,100,False,,0,,0,0,0,0,0.0,traffic_jam,126.1999,0.05,25
360,-21.17,100,False,,0,,0,0,0,0,0.0,landslide,130.5625,0.05,25
361,-964.83,100,False,,0,,55,0,0,0,0.5022,combined,127.1759,0.05,25
362,-80.44,100,False,,0,,0,0,0,0,0.1305,tsunami,129.0827,0.05,25
363,-156.14,100,False,,0,,0,0,0,0,0.5223,cyclone,126.8702,0.05,25
364,-19.68,100,False,,0,,0,0,0,0,0.0,road_blockage,129.883,0.05,25
365,-19.02,100,False,,0,,0,0,0,0,0.0,traffic_jam,123.7787,0.05,25
366,-21.82,100,False,,0,,0,0,0,0,0.0,landslide,123.6097,0.05,25
367,-47.39,100,False,,0,,0,0,0,0,0.0786,flood,116.6589,0.05,25
368,-24.77,100,False,,0,,0,0,0,0,0.0024,landslide,126.6377,0.05,25
369,-26.0,100,False,,0,,0,0,0,0,0.0,heavy_rain,128.8298,0.05,25
370,-134.97,100,False,,0,,0,0,0,0,0.5049,wildfire,121.2995,0.05,25
371,-86.06,100,False,,0,,0,0,0,0,0.2696,wildfire,127.7858,0.05,25
372,-195.41,100,False,,0,,0,40,0,40,0.4475,earthquake,120.6227,0.05,25
373,-487.24,100,False,,0,,25,0,0,0,0.4269,wildfire,123.4246,0.05,25
374,-27.86,100,False,,0,,0,0,0,0,0.0,road_blockage,125.3273,0.05,25
375,-1109.76,100,False,,0,,64,0,0,0,0.577,wildfire,125.9281,0.05,25
376,-121.07,100,False,,0,,0,16,0,16,0.3365,earthquake,132.7474,0.05,25
377,-96.94,100,False,,0,,0,0,0,0,0.3009,tsunami,125.9225,0.05,25
378,-167.83,100,False,,0,,3,0,0,0,0.5303,tsunami,125.3788,0.05,25
379,-30.99,100,False,,0,,0,2,0,2,0.0227,heavy_rain,129.5398,0.05,25
380,-191.95,100,False,,0,,0,0,0,0,0.5334,tsunami,124.606,0.05,25
381,-71.3,100,False,,0,,0,0,0,0,0.2227,earthquake,132.582,0.05,25
382,-40.74,100,False,,0,,0,0,0,0,0.1121,flood,127.6091,0.05,25
383,-102.28,100,False,,0,,0,0,0,0,0.3639,combined,124.6563,0.05,25
384,-104.88,100,False,,0,,0,1,0,1,0.3708,earthquake,122.2474,0.05,25
385,-24.5,100,False,,0,,0,0,0,0,0.0,road_blockage,140.5558,0.05,25
386,-199.21,100,False,,0,,0,1,0,1,0.7832,tsunami,121.2185,0.05,25
387,-18.58,100,False,,0,,0,0,0,0,0.0,heavy_rain,133.6742,0.05,25
388,-27.96,100,False,,0,,0,5,0,5,0.0,road_blockage,118.6386,0.05,25
389,-47.43,100,False,,0,,0,0,0,0,0.0945,cyclone,136.502,0.05,25
390,-999.96,100,False,,0,,56,0,0,0,0.6082,wildfire,133.282,0.05,25
391,-26.3,100,False,,0,,0,0,0,0,0.0,road_blockage,127.0092,0.05,25
392,-1111.03,100,False,,0,,60,0,0,0,0.7934,wildfire,129.6503,0.05,25
393,-711.77,100,False,,0,,40,0,0,0,0.4455,combined,137.2598,0.05,25
394,-26.78,100,False,,0,,0,0,0,0,0.0206,traffic_jam,133.314,0.05,25
395,-25.94,100,False,,0,,0,0,0,0,0.0348,landslide,131.9319,0.05,25
396,-103.89,100,False,,0,,0,1,0,1,0.363,combined,131.0593,0.05,25
397,-192.65,100,False,,0,,0,0,0,0,0.6572,cyclone,129.3813,0.05,25
398,-215.46,100,False,,0,,0,0,0,0,0.7835,combined,130.9922,0.05,25
399,-88.32,100,False,,0,,0,0,0,0,0.2463,cyclone,134.6415,0.05,25
400,-25.61,100,False,,0,,0,2,0,2,0.0,landslide,135.1224,0.05,25
401,-44.35,100,False,,0,,0,0,0,0,0.0934,flood,133.1718,0.05,25
402,-115.68,100,False,,0,,0,0,0,0,0.3448,wildfire,132.7767,0.05,25
403,-68.93,100,False,,0,,0,1,0,1,0.2097,earthquake,133.4306,0.05,25
404,-27.32,100,False,,0,,0,0,0,0,0.0205,flood,133.6982,0.05,25
405,-23.72,100,False,,0,,0,0,0,0,0.0174,earthquake,131.5402,0.05,25
406,-171.49,100,False,,0,,0,0,0,0,0.4569,tsunami,143.3324,0.05,25
407,-151.66,100,False,,0,,0,2,0,2,0.6002,wildfire,131.8965,0.05,25
408,-113.71,100,False,,0,,0,0,0,0,0.3858,cyclone,134.3796,0.05,25
409,-53.41,100,False,,0,,0,1,0,1,0.1996,tsunami,135.7952,0.05,25
410,-75.92,100,False,,0,,0,0,0,0,0.1957,earthquake,134.1744,0.05,25
411,-18.02,100,False,,0,,0,0,0,0,0.0,landslide,139.8329,0.05,25
412,-32.78,100,False,,0,,0,1,0,1,0.0,road_blockage,145.019,0.05,25
413,-774.36,100,False,,0,,41,2,0,2,0.5818,flood,134.0872,0.05,25
414,-17.07,100,False,,0,,0,0,0,0,0.0,landslide,132.0903,0.05,25
415,-180.18,100,False,,0,,0,1,0,1,0.5781,cyclone,131.4724,0.05,25
416,-465.07,100,False,,0,,22,1,0,1,0.5154,wildfire,145.3219,0.05,25
417,-186.14,100,False,,0,,0,0,0,0,0.6464,tsunami,141.3121,0.05,25
418,-41.28,100,False,,0,,0,1,0,1,0.0782,heavy_rain,140.9876,0.05,25
419,-155.41,100,False,,0,,0,0,0,0,0.5038,combined,144.5895,0.05,25
420,-56.4,100,False,,0,,0,3,0,3,0.1295,earthquake,150.1819,0.05,25
421,-322.16,100,False,,0,,14,0,0,0,0.3685,earthquake,139.8979,0.05,25
422,-72.1,100,False,,0,,0,0,0,0,0.2225,combined,140.9742,0.05,25
423,-51.7,100,False,,0,,0,1,0,1,0.1843,flood,134.3286,0.05,25
424,-12.82,100,False,,0,,0,0,0,0,0.0,road_blockage,147.7498,0.05,25
425,-184.0,100,False,,0,,0,13,0,13,0.5801,earthquake,150.2692,0.05,25
426,-22.06,100,False,,0,,0,1,0,1,0.0041,road_blockage,141.634,0.05,25
427,-960.64,100,False,,0,,49,0,0,0,0.7609,cyclone,136.7056,0.05,25
428,-1107.94,100,False,,0,,65,1,0,1,0.3893,wildfire,134.5108,0.05,25
429,-34.39,100,False,,0,,0,6,0,6,0.005,traffic_jam,130.1678,0.05,25
430,-9.43,100,False,,0,,0,0,0,0,0.0,landslide,135.8748,0.05,25
431,-155.21,100,False,,0,,0,1,0,1,0.5212,tsunami,146.8218,0.05,25
432,-18.5,100,False,,0,,0,0,0,0,0.0,traffic_jam,138.8552,0.05,25
433,-112.33,100,False,,0,,0,3,0,3,0.4199,combined,133.5688,0.05,25
434,-24.34,100,False,,0,,0,1,0,1,0.0,landslide,140.8753,0.05,25
435,-34.09,100,False,,0,,0,0,0,0,0.049,earthquake,142.0875,0.05,25
436,-18.84,100,False,,0,,0,0,0,0,0.0,traffic_jam,138.3412,0.05,25
437,-53.03,100,False,,0,,0,0,0,0,0.126,combined,142.0987,0.05,25
438,-32.84,100,False,,0,,0,0,0,0,0.0652,flood,147.8029,0.05,25
439,-30.96,100,False,,0,,0,0,0,0,0.075,landslide,133.2842,0.05,25
440,-38.38,100,False,,0,,0,0,0,0,0.0826,landslide,138.6038,0.05,25
441,-122.85,100,False,,0,,0,12,0,12,0.3921,combined,142.5484,0.05,25
442,-54.0,100,False,,0,,0,0,0,0,0.1887,heavy_rain,136.0305,0.05,25
443,-752.33,100,False,,0,,35,23,0,23,0.6645,combined,140.7857,0.05,25
444,-156.59,100,False,,0,,0,1,0,1,0.5678,cyclone,148.3416,0.05,25
445,-25.1,100,False,,0,,0,0,0,0,0.0023,landslide,144.6521,0.05,25
446,-820.98,100,False,,0,,41,7,0,7,0.69,combined,139.0114,0.05,25
447,-301.98,100,False,,0,,13,9,0,9,0.3506,combined,136.8399,0.05,25
448,-68.01,100,False,,0,,0,0,0,0,0.2494,tsunami,137.0691,0.05,25
449,-25.32,100,False,,0,,0,2,0,2,0.0,traffic_jam,135.3436,0.05,25
450,-82.51,100,False,,0,,0,0,0,0,0.2711,earthquake,133.5321,0.05,25
451,-151.98,100,False,,0,,0,0,0,0,0.541,cyclone,134.9746,0.05,25
452,-30.93,100,False,,0,,0,3,0,3,0.0,traffic_jam,145.2096,0.05,25
453,-18.95,100,False,,0,,0,0,0,0,0.0,heavy_rain,137.6132,0.05,25
454,-75.22,100,False,,0,,0,2,0,2,0.224,landslide,139.7072,0.05,25
455,-67.39,100,False,,0,,1,0,0,0,0.1054,heavy_rain,144.5577,0.05,25
456,-585.59,100,False,,0,,35,0,0,0,0.1784,wildfire,139.6048,0.05,25
457,-55.83,100,False,,0,,0,1,0,1,0.0735,heavy_rain,145.1222,0.05,25
458,-180.49,100,False,,0,,0,1,0,1,0.5365,earthquake,146.5948,0.05,25
459,-27.19,100,False,,0,,0,1,0,1,0.0,heavy_rain,136.108,0.05,25
460,-94.62,100,False,,0,,0,1,0,1,0.2691,tsunami,152.955,0.05,25
461,-26.53,100,False,,0,,0,0,0,0,0.0,heavy_rain,138.8484,0.05,25
462,-498.54,100,False,,0,,25,0,0,0,0.3723,tsunami,139.6641,0.05,25
463,-587.24,100,False,,0,,26,3,0,3,0.6032,tsunami,144.6245,0.05,25
464,-335.52,100,False,,0,,13,0,0,0,0.5007,wildfire,144.7241,0.05,25
465,-108.48,100,False,,0,,0,0,0,0,0.3149,cyclone,145.8312,0.05,25
466,-57.74,100,False,,0,,0,0,0,0,0.1725,tsunami,144.9004,0.05,25
467,-812.42,100,False,,0,,38,41,0,41,0.6529,wildfire,151.3302,0.05,25
468,-27.5,100,False,,0,,0,0,0,0,0.0,traffic_jam,143.4527,0.05,25
469,-23.37,100,False,,0,,0,0,0,0,0.0,road_blockage,136.8593,0.05,25
470,-41.07,100,False,,0,,0,0,0,0,0.0587,combined,150.3316,0.05,25
471,-54.25,100,False,,0,,0,1,0,1,0.1733,flood,149.5524,0.05,25
472,-34.87,100,False,,0,,0,0,0,0,0.0705,earthquake,153.0742,0.05,25
473,-27.55,100,False,,0,,0,0,0,0,0.0008,landslide,142.5581,0.05,25
474,-24.18,100,False,,0,,0,0,0,0,0.0,road_blockage,143.1314,0.05,25
475,-33.77,100,False,,0,,0,5,0,5,0.0,road_blockage,150.1163,0.05,25
476,-339.47,100,False,,0,,0,71,0,71,0.8119,tsunami,148.2515,0.05,25
477,-43.79,100,False,,0,,0,0,0,0,0.091,heavy_rain,152.1796,0.05,25
478,-17.63,100,False,,0,,0,0,0,0,0.0,traffic_jam,143.276,0.05,25
479,-23.05,100,False,,0,,0,0,0,0,0.0,landslide,147.2819,0.05,25
480,-21.29,100,False,,0,,0,0,0,0,0.0,road_blockage,145.9605,0.05,25
481,-46.39,100,False,,0,,0,0,0,0,0.1563,earthquake,150.6409,0.05,25
482,-104.79,100,False,,0,,0,2,0,2,0.3778,earthquake,142.9338,0.05,25
483,-25.88,100,False,,0,,0,1,0,1,0.0,road_blockage,136.1461,0.05,25
484,-18.49,100,False,,0,,0,0,0,0,0.0,road_blockage,153.1529,0.05,25
485,-215.82,100,False,,0,,0,0,0,0,0.763,tsunami,151.2306,0.05,25
486,-96.91,100,False,,0,,0,0,0,0,0.3707,wildfire,155.8411,0.05,25
487,-33.27,100,False,,0,,0,1,0,1,0.0,heavy_rain,142.5908,0.05,25
488,-16.19,100,False,,0,,0,0,0,0,0.0,traffic_jam,141.009,0.05,25
489,-45.65,100,False,,0,,0,1,0,1,0.1037,landslide,152.0538,0.05,25
490,-19.52,100,False,,0,,0,1,0,1,0.0,traffic_jam,147.4206,0.05,25
491,-1089.4,100,False,,0,,60,1,0,1,0.6381,cyclone,147.3368,0.05,25
492,-25.25,100,False,,0,,0,2,0,2,0.0,traffic_jam,148.3286,0.05,25
493,-23.96,100,False,,0,,0,2,0,2,0.0048,landslide,145.9183,0.05,25
494,-25.78,100,False,,0,,0,0,0,0,0.0,road_blockage,147.1761,0.05,25
495,-130.44,100,False,,0,,6,0,0,0,0.1115,earthquake,144.9661,0.05,25
496,-43.74,100,False,,0,,0,0,0,0,0.1398,earthquake,144.3897,0.05,25
497,-275.35,100,False,,0,,7,0,0,0,0.5251,flood,160.5853,0.05,25
498,-129.93,100,False,,0,,0,2,0,2,0.3853,tsunami,142.9486,0.05,25
499,-110.66,100,False,,0,,0,0,0,0,0.2823,cyclone,139.6077,0.05,25
500,-24.76,100,False,,0,,0,0,0,0,0.0,traffic_jam,145.4144,0.05,25
501,-152.98,100,False,,0,,0,0,0,0,0.4546,tsunami,148.9622,0.05,25
502,-27.88,100,False,,0,,0,1,0,1,0.0,road_blockage,149.1503,0.05,25
503,-1182.15,100,False,,0,,61,20,0,20,0.7767,combined,142.4572,0.05,25
504,-77.16,100,False,,0,,0,1,0,1,0.2092,earthquake,145.2793,0.05,25
505,-15.34,100,False,,0,,0,0,0,0,0.0,landslide,145.8338,0.05,25
506,-22.64,100,False,,0,,0,0,0,0,0.0,road_blockage,142.6093,0.05,25
507,-52.7,100,False,,0,,0,1,0,1,0.1043,flood,148.3604,0.05,25
508,-28.97,100,False,,0,,0,0,0,0,0.0,road_blockage,155.8195,0.05,25
509,-22.31,100,False,,0,,0,0,0,0,0.0,landslide,149.0065,0.05,25
510,-75.53,100,False,,0,,0,0,0,0,0.3052,earthquake,155.5045,0.05,25
511,-23.24,100,False,,0,,0,0,0,0,0.0048,road_blockage,154.0316,0.05,25
512,-38.9,100,False,,0,,0,0,0,0,0.0895,heavy_rain,164.4557,0.05,25
513,-61.62,100,False,,0,,0,0,0,0,0.1688,earthquake,162.045,0.05,25
514,-121.05,100,False,,0,,0,0,0,0,0.4678,cyclone,152.3703,0.05,25
515,-109.08,100,False,,0,,2,0,0,0,0.2385,earthquake,156.2303,0.05,25
516,-125.27,100,False,,0,,0,5,0,5,0.3687,cyclone,160.7566,0.05,25
517,-125.94,100,False,,0,,0,5,0,5,0.4096,earthquake,163.8858,0.05,25
518,-29.63,100,False,,0,,0,0,0,0,0.07,earthquake,154.8764,0.05,25
519,-17.99,100,False,,0,,0,0,0,0,0.0,traffic_jam,157.1681,0.05,25
520,-97.96,100,False,,0,,0,1,0,1,0.2533,tsunami,142.7477,0.05,25
521,-43.82,100,False,,0,,0,0,0,0,0.1305,earthquake,145.8014,0.05,25
522,-25.65,100,False,,0,,0,2,0,2,0.0,landslide,154.0928,0.05,25
523,-98.62,100,False,,0,,0,1,0,1,0.3423,flood,145.9518,0.05,25
524,-81.65,100,False,,0,,0,0,0,0,0.2447,wildfire,150.6231,0.05,25
525,-19.05,100,False,,0,,0,0,0,0,0.0,landslide,151.03,0.05,25
526,-112.71,100,False,,0,,0,0,0,0,0.403,cyclone,155.0869,0.05,25
527,-23.76,100,False,,0,,0,0,0,0,0.0,road_blockage,162.6265,0.05,25
528,-21.71,100,False,,0,,0,0,0,0,0.0051,heavy_rain,155.2361,0.05,25
529,-18.31,100,False,,0,,0,0,0,0,0.0,landslide,146.2678,0.05,25
530,-196.18,100,False,,0,,0,12,0,12,0.7498,wildfire,151.2492,0.05,25
531,-120.01,100,False,,0,,0,24,0,24,0.2249,flood,167.3113,0.05,25
532,-90.65,100,False,,0,,0,3,0,3,0.2743,flood,157.9136,0.05,25
533,-28.4,100,False,,0,,0,0,0,0,0.0,road_blockage,155.1632,0.05,25
534,-25.29,100,False,,0,,0,1,0,1,0.0,traffic_jam,159.0244,0.05,25
535,-98.51,100,False,,0,,0,0,0,0,0.3778,combined,161.9262,0.05,25
536,-24.46,100,False,,0,,0,0,0,0,0.0,traffic_jam,154.0312,0.05,25
537,-141.42,100,False,,0,,0,4,0,4,0.5342,cyclone,159.3112,0.05,25
538,-18.05,100,False,,0,,0,0,0,0,0.0,traffic_jam,150.7678,0.05,25
539,-882.09,100,False,,0,,53,1,0,1,0.2656,tsunami,159.97,0.05,25
540,-39.0,100,False,,0,,0,1,0,1,0.0687,combined,161.627,0.05,25
541,-99.71,100,False,,0,,0,0,0,0,0.3606,earthquake,153.8502,0.05,25
542,-79.24,100,False,,0,,0,0,0,0,0.3135,cyclone,162.7772,0.05,25
543,-63.97,100,False,,0,,0,0,0,0,0.1813,cyclone,154.5405,0.05,25
544,-25.27,100,False,,0,,0,1,0,1,0.0,traffic_jam,150.729,0.05,25
545,-244.7,100,False,,0,,11,1,0,1,0.2223,wildfire,167.8332,0.05,25
546,-171.06,100,False,,0,,0,16,0,16,0.5463,flood,154.0915,0.05,25
547,-15.32,100,False,,0,,0,0,0,0,0.0,road_blockage,162.8925,0.05,25
548,-92.39,100,False,,0,,0,0,0,0,0.3445,cyclone,145.0781,0.05,25
549,-22.9,100,False,,0,,0,0,0,0,0.0,landslide,151.3866,0.05,25
550,-164.5,100,False,,0,,0,1,0,1,0.6522,combined,150.0236,0.05,25
551,-33.17,100,False,,0,,0,0,0,0,0.0005,traffic_jam,159.6042,0.05,25
552,-27.83,100,False,,0,,0,0,0,0,0.0,landslide,151.4543,0.05,25
553,-74.83,100,False,,0,,0,0,0,0,0.2308,wildfire,153.7135,0.05,25
554,-33.76,100,False,,0,,0,1,0,1,0.0297,flood,153.7353,0.05,25
555,-46.6,100,False,,0,,0,0,0,0,0.0879,earthquake,164.4444,0.05,25
556,-21.46,100,False,,0,,0,1,0,1,0.0,road_blockage,151.4332,0.05,25
557,-20.97,100,False,,0,,0,0,0,0,0.0,traffic_jam,155.3235,0.05,25
558,-19.78,100,False,,0,,0,0,0,0,0.0,landslide,156.0898,0.05,25
559,-63.87,100,False,,0,,0,0,0,0,0.1746,cyclone,159.2506,0.05,25
560,-26.52,100,False,,0,,0,2,0,2,0.0,traffic_jam,160.8888,0.05,25
561,-763.98,100,False,,0,,41,21,0,21,0.4321,cyclone,159.0414,0.05,25
562,-48.82,100,False,,0,,0,0,0,0,0.1688,tsunami,152.5942,0.05,25
563,-23.13,100,False,,0,,0,0,0,0,0.0,landslide,157.7405,0.05,25
564,-57.29,100,False,,0,,0,0,0,0,0.158,flood,155.0156,0.05,25
565,-176.01,100,False,,0,,5,3,0,3,0.3335,cyclone,146.5603,0.05,25
566,-61.76,100,False,,0,,0,1,0,1,0.1913,earthquake,154.8755,0.05,25
567,-20.85,100,False,,0,,0,0,0,0,0.0,road_blockage,161.7218,0.05,25
568,-146.23,100,False,,0,,0,0,0,0,0.6055,cyclone,156.0032,0.05,25
569,-21.0,100,False,,0,,0,0,0,0,0.0,road_blockage,156.8418,0.05,25
570,-11.8,100,False,,0,,0,0,0,0,0.0004,traffic_jam,158.1157,0.05,25
571,-111.04,100,False,,0,,0,1,0,1,0.4288,combined,156.6152,0.05,25
572,-139.77,100,False,,0,,0,0,0,0,0.5147,tsunami,150.9626,0.05,25
573,-562.42,100,False,,0,,30,0,0,0,0.4786,wildfire,149.3268,0.05,25
574,-172.8,100,False,,0,,0,1,0,1,0.6189,cyclone,156.7916,0.05,25
575,-528.35,100,False,,0,,30,0,0,0,0.2598,combined,154.6819,0.05,25
576,-42.72,100,False,,0,,0,2,0,2,0.0441,flood,162.4004,0.05,25
577,-26.26,100,False,,0,,0,0,0,0,0.0187,landslide,155.9298,0.05,25
578,-24.15,100,False,,0,,0,0,0,0,0.0027,landslide,152.5829,0.05,25
579,-115.55,100,False,,0,,0,0,0,0,0.4293,earthquake,143.7254,0.05,25
580,-45.6,100,False,,0,,0,0,0,0,0.0772,flood,156.2476,0.05,25
581,-97.19,100,False,,0,,0,0,0,0,0.3572,earthquake,157.7608,0.05,25
582,-24.78,100,False,,0,,0,1,0,1,0.0,road_blockage,148.1665,0.05,25
583,-21.04,100,False,,0,,0,0,0,0,0.0,landslide,154.775,0.05,25
584,-58.6,100,False,,0,,0,0,0,0,0.1549,tsunami,160.024,0.05,25
585,-28.77,100,False,,0,,0,3,0,3,0.0,traffic_jam,158.4053,0.05,25
586,-122.25,100,False,,0,,0,0,0,0,0.385,tsunami,153.5564,0.05,25
587,-21.78,100,False,,0,,0,0,0,0,0.0,landslide,143.8886,0.05,25
588,-183.14,100,False,,0,,0,1,0,1,0.6961,cyclone,142.6235,0.05,25
589,-156.79,100,False,,0,,0,0,0,0,0.5888,combined,152.3997,0.05,25
590,-27.02,100,False,,0,,0,1,0,1,0.0,traffic_jam,146.9598,0.05,25
591,-26.44,100,False,,0,,0,0,0,0,0.0031,landslide,160.9961,0.05,25
592,-25.14,100,False,,0,,0,0,0,0,0.0,traffic_jam,165.4093,0.05,25
593,-33.93,100,False,,0,,0,0,0,0,0.0,traffic_jam,156.7919,0.05,25
594,-14.18,100,False,,0,,0,0,0,0,0.0,landslide,162.7725,0.05,25
595,-31.07,100,False,,0,,0,2,0,2,0.0152,earthquake,150.5919,0.05,25
596,-25.71,100,False,,0,,0,0,0,0,0.0,traffic_jam,157.1264,0.05,25
597,-97.82,100,False,,0,,0,1,0,1,0.3649,flood,160.6021,0.05,25
598,-30.1,100,False,,0,,0,0,0,0,0.0261,flood,161.8216,0.05,25
599,-207.52,100,False,,0,,0,22,0,22,0.6599,wildfire,154.868,0.05,25
600,-123.71,100,False,,0,,0,33,0,33,0.1798,tsunami,159.9187,0.05,25
601,-21.95,100,False,,0,,0,0,0,0,0.0,road_blockage,153.3777,0.05,25
602,-40.73,100,False,,0,,0,0,0,0,0.0715,heavy_rain,160.6006,0.05,25
603,-95.86,100,False,,0,,0,0,0,0,0.32,wildfire,160.2746,0.05,25
604,-48.1,100,False,,0,,0,3,0,3,0.072,flood,162.1616,0.05,25
605,-102.86,100,False,,0,,0,5,0,5,0.2415,cyclone,151.397,0.05,25
606,-82.26,100,False,,0,,0,0,0,0,0.253,wildfire,161.7453,0.05,25
607,-27.56,100,False,,0,,0,0,0,0,0.0083,heavy_rain,160.8169,0.05,25
608,-41.1,100,False,,0,,0,0,0,0,0.1248,cyclone,148.7247,0.05,25
609,-18.29,100,False,,0,,0,0,0,0,0.0,road_blockage,153.4303,0.05,25
610,-22.72,100,False,,0,,0,0,0,0,0.0,road_blockage,156.5292,0.05,25
611,-21.04,100,False,,0,,0,0,0,0,0.0,road_blockage,157.9328,0.05,25
612,-156.41,100,False,,0,,0,2,0,2,0.659,combined,155.049,0.05,25
613,-15.23,100,False,,0,,0,0,0,0,0.0,landslide,151.3216,0.05,25
614,-23.44,100,False,,0,,0,0,0,0,0.0003,heavy_rain,151.335,0.05,25
615,-21.82,100,False,,0,,0,0,0,0,0.0,traffic_jam,159.4742,0.05,25
616,-94.99,100,False,,0,,0,3,0,3,0.3963,flood,153.3427,0.05,25
617,-28.26,100,False,,0,,0,0,0,0,0.0,road_blockage,145.4589,0.05,25
618,-127.58,100,False,,0,,0,0,0,0,0.4877,earthquake,158.2378,0.05,25
619,-112.04,100,False,,0,,0,0,0,0,0.416,earthquake,158.0855,0.05,25
620,-153.81,100,False,,0,,1,0,0,0,0.5658,combined,154.7308,0.05,25
621,-144.67,100,False,,0,,0,1,0,1,0.5594,cyclone,152.4107,0.05,25
622,-13.04,100,False,,0,,0,0,0,0,0.0,traffic_jam,147.6023,0.05,25
623,-58.83,100,False,,0,,0,0,0,0,0.1692,earthquake,158.0111,0.05,25
624,-58.27,100,False,,0,,0,0,0,0,0.1563,tsunami,153.6477,0.05,25
625,-18.35,100,False,,0,,0,0,0,0,0.0306,earthquake,144.8356,0.05,25
626,-63.49,100,False,,0,,0,1,0,1,0.1491,tsunami,150.6276,0.05,25
627,-648.79,100,False,,0,,34,1,0,1,0.5463,wildfire,149.6402,0.05,25
628,35.74,69,True,138.0,30,1.417,0,0,0,0,0.2453,cyclone,157.6119,0.05,18
